t=5,t=10,t=20
0,0,0
0,-1.95873e-88,-2.64862e-32
0,7.73433e-86,1.90787e-31
0,-2.01468e-83,-1.36926e-30
0,3.89426e-81,9.61367e-30
0,-5.95743e-79,-6.60483e-29
0,7.51246e-77,4.43981e-28
0,-8.0311e-75,-2.91984e-27
0,7.42913e-73,1.87845e-26
0,-6.04022e-71,-1.18207e-25
0,4.36974e-69,7.27502e-25
0,-2.84088e-67,-4.37846e-24
0,1.67336e-65,2.57659e-23
0,-8.99132e-64,-1.48233e-22
0,4.43274e-62,8.33586e-22
0,-2.01507e-60,-4.58133e-21
0,8.4829e-59,2.46032e-20
0,-3.31944e-57,-1.29083e-19
0,1.21139e-55,6.61512e-19
0,-4.13496e-54,-3.31056e-18
0,1.3236e-52,1.61757e-17
0,-3.98243e-51,-7.71466e-17
0,1.12863e-49,3.59044e-16
0,-3.01844e-48,-1.63018e-15
0,7.63093e-47,7.21855e-15
0,-1.82643e-45,-3.11641e-14
0,4.14444e-44,1.31129e-13
0,-8.92714e-43,-5.3756e-13
0,1.82744e-41,2.14618e-12
0,-3.55889e-40,-8.34129e-12
0,6.59989e-39,3.1545e-11
0,-1.16651e-37,-1.16023e-10
0,1.96656e-36,4.14805e-10
0,-3.16452e-35,-1.44072e-09
0,4.8637e-34,4.85819e-09
0,-7.14393e-33,-1.5894e-08
0,1.00334e-31,5.04109e-08
0,-1.34801e-30,-1.54878e-07
0,1.73325e-29,4.60499e-07
0,-2.13355e-28,-1.32371e-06
0,2.5151e-27,3.67439e-06
0,-2.84007e-26,-9.8364e-06
0,3.07272e-25,2.53572e-05
0,-3.18572e-24,-6.28396e-05
0,3.16548e-23,0.000149405
0,-3.01477e-22,-0.000339986
0,2.75211e-21,0.000738376
0,-2.40809e-20,-0.00152503
0,2.01954e-19,0.002982
0,-1.62315e-18,-0.00548785
3.50325e-46,1.25005e-17,0.0094281
-1.39429e-43,-9.22305e-17,-0.0149411
2.71684e-41,6.5176e-16,0.021426
-3.45409e-39,-4.40996e-15,-0.0268399
3.22184e-37,2.85599e-14,0.0270678
-2.35058e-35,-1.76956e-13,-0.0160646
1.3965e-33,1.04845e-12,-0.0121582
-6.94521e-32,-5.93674e-12,0.0588252
2.94988e-30,3.2106e-11,-0.113584
