t=5,t=10,t=20
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2.83161e-07,1.6036e-13,5.14307e-26
5.28567e-06,5.66606e-12,3.53158e-24
4.85464e-05,9.92095e-11,1.20679e-22
0.000292641,1.14779e-09,2.73622e-21
0.00130328,9.87123e-09,4.63096e-20
0.0045773,6.73179e-08,6.24049e-19
0.0132185,3.7922e-07,6.97462e-18
0.0323234,1.81518e-06,6.64979e-17
0.0684266,7.53717e-06,5.5212e-16
0.127641,2.75832e-05,4.05542e-15
0.212943,9.00907e-05,2.66813e-14
0.32191,0.000265309,1.58822e-13
0.446302,0.000710478,8.62486e-13
0.574011,0.00174263,4.30286e-12
0.692559,0.00393929,1.98383e-11
0.792499,0.00825201,8.49607e-11
0.869305,0.0160969,3.39495e-10
0.923285,0.0293684,1.27073e-09
0.958072,0.0503188,4.47083e-09
0.978675,0.0812709,1.48315e-08
0.98991,0.124181,4.6522e-08
0.99556,0.180133,1.38325e-07
0.998183,0.248903,3.90757e-07
0.999309,0.328725,1.05096e-06
0.999756,0.416375,2.69635e-06
0.99992,0.507571,6.61066e-06
0.999976,0.597605,1.55133e-05
0.999993,0.68206,3.48995e-05
0.999998,0.757421,7.53717e-05
1,0.82146,0.000156477
1,0.873336,0.000312675
1,0.913432,0.000602079
1,0.943027,0.00111846
1,0.963905,0.00200662
1,0.977989,0.00348042
1,0.987083,0.0058419
1,0.992705,0.00949836
1,0.996036,0.0149735
1,0.997927,0.0229072
1,0.998957,0.03404
1,0.999495,0.049177
1,0.999764,0.0691315
1,0.999894,0.0946497
1,0.999954,0.126323
1,0.999981,0.164499
1,0.999992,0.209204
1,0.999997,0.260087
1,0.999999,0.316404
1,1,0.377041
1,1,0.440577
1,1,0.505391
1,1,0.569783
1,1,0.632107
1,1,0.690894
1,1,0.744951
1,1,0.793422
1,1,0.835817
1,1,0.871996
1,1,0.902127
1,1,0.926623
1,1,0.94607
1,1,0.961146
1,1,0.972564
1,1,0.981014
1,1,0.987124
1,1,0.991442
1,1,0.994427
1,1,0.996443
1,1,0.997776
1,1,0.998637
1,1,0.999181
1,1,0.999518
1,1,0.999722
1,1,0.999843
1,1,0.999913
1,1,0.999953
1,1,0.999975
1,1,0.999987
1,1,0.999993
1,1,0.999997
1,1,0.999998
1,1,0.999999
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
1,1,1
