t=5,t=10,t=20
5.47254e-51,1.8192e-16,0.00445142
1.76952e-53,3.65748e-17,0.00298495
4.29694e-56,7.08283e-18,0.00196018
7.77467e-59,1.32072e-18,0.00126077
1.04159e-61,2.37051e-19,0.00079435
1.0282e-64,4.0938e-20,0.000490316
7.45069e-68,6.7996e-21,0.000296537
3.95204e-71,1.08571e-21,0.00017574
1.5312e-74,1.66575e-22,0.00010207
4.32655e-78,2.45437e-23,5.81034e-05
8.90532e-82,3.47107e-24,3.24212e-05
1.33409e-85,4.70886e-25,1.77345e-05
1.4537e-89,6.12374e-26,9.51069e-06
1.15165e-93,7.62897e-27,5.00085e-06
6.63099e-98,9.09787e-28,2.5784e-06
2.77424e-102,1.03775e-28,1.30366e-06
8.43216e-107,1.13124e-29,6.46425e-07
1.86169e-111,1.17741e-30,3.14371e-07
2.98546e-116,1.16891e-31,1.49957e-07
3.4771e-121,1.10576e-32,7.01642e-08
2.94108e-126,9.95571e-34,3.22045e-08
1.80661e-131,8.52088e-35,1.45008e-08
8.05891e-137,6.92351e-36,6.40569e-09
2.61058e-142,5.33313e-37,2.77624e-09
6.14098e-148,3.88853e-38,1.18056e-09
1.049e-153,2.67927e-39,4.92576e-10
1.30122e-159,1.74139e-40,2.01665e-10
1.17207e-165,1.06556e-41,8.10168e-11
7.66636e-172,6.12545e-43,3.19389e-11
3.64127e-178,3.30048e-44,1.2356e-11
1.25587e-184,1.66264e-45,4.69095e-12
3.14532e-191,7.80916e-47,1.74774e-12
5.7202e-198,3.40939e-48,6.39046e-13
7.55412e-205,1.37902e-49,2.29317e-13
