t=5,t=10,t=20
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1.97626e-323,1.97626e-323,1.97626e-323
1.29865e-306,1.63641e-309,2.59836e-315
1.51405e-288,1.90785e-291,3.02935e-297
4.90789e-271,6.18439e-274,9.8198e-280
4.42335e-254,5.57383e-257,8.85032e-263
1.10844e-237,1.39673e-240,2.21778e-246
7.72278e-222,9.73142e-225,1.54519e-230
1.49603e-206,1.88513e-209,2.99328e-215
8.05764e-192,1.01534e-194,1.61219e-200
1.20665e-177,1.52049e-180,2.41428e-186
5.02406e-164,6.33078e-167,1.00522e-172
5.81611e-151,7.32884e-154,1.1637e-159
1.87203e-138,2.35894e-141,3.7456e-147
1.67532e-126,2.11106e-129,3.35202e-135
4.16855e-115,5.25276e-118,8.34052e-124
2.88387e-104,3.63394e-107,5.7701e-113
5.54714e-94,6.98991e-97,1.10988e-102
2.96664e-84,3.73825e-87,5.93572e-93
4.41128e-75,5.55863e-78,8.82618e-84
1.82376e-66,2.29811e-69,3.64901e-75
2.09639e-58,2.64165e-61,4.19451e-67
6.7001e-51,8.44276e-54,1.34057e-59
5.95379e-44,7.50234e-47,1.19125e-52
1.47099e-37,1.85359e-40,2.94321e-46
1.01049e-31,1.27332e-34,2.02186e-40
1.93003e-26,2.4321e-29,3.86207e-35
1.02501e-21,1.29178e-24,2.05169e-30
1.51394e-17,1.90862e-20,3.03351e-26
6.22276e-14,7.85489e-17,1.25156e-22
7.13465e-11,9.04638e-14,1.45426e-19
2.30088e-08,2.96373e-11,4.91238e-17
2.14784e-06,2.91583e-09,5.3167e-15
6.34532e-05,1.00019e-07,2.29776e-13
0.000731042,1.56163e-06,5.2385e-12
0.00433629,1.42004e-05,7.62744e-11
0.0161145,8.7197e-05,7.93701e-10
0.0420819,0.000395325,6.33297e-09
0.0829348,0.00140196,4.06186e-08
0.129351,0.00404684,2.16542e-07
0.165091,0.00978594,9.83619e-07
0.17672,0.0202587,3.88008e-06
0.161656,0.0365141,1.34928e-05
0.128236,0.0580738,4.18675e-05
0.0892545,0.0823979,0.000117083
0.0550285,0.105244,0.000297561
0.03029,0.121932,0.000692139
0.0149836,0.128971,0.00148245
0.00669789,0.125236,0.0029391
0.00271832,0.112182,0.0054187
0.00100563,0.0930902,0.00932778
0.00034028,0.071827,0.0150461
0.000105625,0.0517016,0.0228153
3.0152e-05,0.0348199,0.0326164
7.93257e-06,0.0219989,0.044074
1.92686e-06,0.0130693,0.0564274
4.32799e-07,0.00731662,0.0685946
9.00062e-08,0.00386736,0.0793299
1.73482e-08,0.00193345,0.0874403
3.10155e-09,0.00091571,0.0920099
5.14642e-10,0.000411462,0.09257
7.92869e-11,0.000175643,0.0891732
1.13437e-11,7.13175e-05,0.0823563
1.50717e-12,2.7575e-05,0.0730111
1.8593e-13,1.01634e-05,0.0622023
2.12884e-14,3.57427e-06,0.0509814
2.26097e-15,1.20043e-06,0.0402381
2.22565e-16,3.8534e-07,0.0306119
2.02856e-17,1.18313e-07,0.0224673
1.7098e-18,3.47693e-08,0.0159213
1.33066e-19,9.7862e-09,0.0109021
9.54497e-21,2.6396e-09,0.00721885
6.29711e-22,6.82652e-10,0.0046254
3.81143e-23,1.69359e-10,0.00286973
2.11032e-24,4.03239e-11,0.00172509
1.06525e-25,9.21795e-12,0.00100536
4.88281e-27,2.02388e-12,0.000568337
2.02294e-28,4.2693e-13,0.000311818
7.53363e-30,8.65527e-14,0.000166121
2.50557e-31,1.68682e-14,8.59772e-05
7.38412e-33,3.16101e-15,4.32492e-05
1.91018e-34,5.69683e-16,2.11542e-05
4.28737e-36,9.87572e-17,1.00651e-05
8.22886e-38,1.64699e-17,4.66037e-06
1.32578e-39,2.64272e-18,2.10069e-06
1.74991e-41,4.08023e-19,9.22146e-07
