t=5,t=10,t=20
0,0,0
1.11919e-18,1.47007e-10,3.09404e-08
3.70931e-17,4.62881e-10,7.69904e-08
7.3067e-17,7.92671e-10,1.28364e-07
1.20624e-15,1.86116e-09,2.19793e-07
2.33942e-15,2.93527e-09,3.15254e-07
2.56505e-14,6.49949e-09,4.97546e-07
4.89616e-14,1.00659e-08,6.82825e-07
4.01125e-13,2.14369e-08,1.04242e-06
7.53289e-13,3.28086e-08,1.40418e-06
4.91888e-12,6.74067e-08,2.10172e-06
9.08448e-12,1.02005e-07,2.8008e-06
4.92527e-11,2.0245e-07,4.12818e-06
8.94209e-11,3.02896e-07,5.45663e-06
4.14046e-10,5.81362e-07,7.93244e-06
7.38671e-10,8.59829e-07,1.0409e-05
2.98206e-09,1.59758e-06,1.49339e-05
5.22545e-09,2.33534e-06,1.94592e-05
1.86858e-08,4.20452e-06,2.75621e-05
3.21461e-08,6.07371e-06,3.56652e-05
1.03101e-07,1.06055e-05,4.98823e-05
1.74057e-07,1.51374e-05,6.40997e-05
5.05795e-07,2.56577e-05,8.85426e-05
8.37534e-07,3.6178e-05,0.000112986
2.22373e-06,5.95745e-05,0.000154165
3.60992e-06,8.2971e-05,0.000195345
8.81957e-06,0.000132842,0.000263331
1.40292e-05,0.000182714,0.000331318
3.17314e-05,0.000284649,0.000441318
4.94336e-05,0.000386584,0.000551318
0.000104057,0.00058645,0.000725747
0.000158681,0.000786316,0.000900177
0.000312311,0.00116237,0.00117127
0.000465941,0.00153842,0.00144236
0.000860988,0.00221762,0.00185531
0.00125604,0.00289682,0.00226826
0.00218722,0.0040747,0.00288483
0.0031184,0.00525258,0.0035014
0.0051348,0.00721444,0.00440377
0.0071512,0.0091763,0.00530614
0.0111696,0.0123153,0.00660066
0.015188,0.0154543,0.00789518
0.0225687,0.0202797,0.00971561
0.0299494,0.0251051,0.011536
0.0424583,0.0322333,0.0140455
0.0549672,0.0393615,0.0165549
0.0745463,0.0494809,0.019946
0.0941255,0.0596004,0.023337
0.122445,0.0734077,0.0278291
0.150765,0.0872149,0.0323211
0.188633,0.105322,0.0381544
0.2265,0.123429,0.0439876
0.273315,0.146254,0.0514132
0.320129,0.169078,0.0588388
0.373631,0.196731,0.0681053
0.427133,0.224383,0.0773717
0.483638,0.256582,0.0887073
0.540143,0.288781,0.100043
0.595256,0.324814,0.113636
0.650369,0.360846,0.12723
0.699971,0.399593,0.143209
0.749573,0.438339,0.159188
0.790717,0.478371,0.177601
0.831861,0.518402,0.196014
0.863271,0.558133,0.216811
0.89468,0.597863,0.237608
0.916707,0.635734,0.260634
0.938734,0.673606,0.283659
0.952895,0.708267,0.308646
0.967055,0.742929,0.333633
0.975378,0.773382,0.36021
0.983701,0.803835,0.386787
0.98816,0.829509,0.414493
0.992618,0.855184,0.442199
0.994787,0.875948,0.470506
0.996956,0.896713,0.498813
0.997911,0.912816,0.527156
0.998865,0.928919,0.555498
0.999242,0.940888,0.583309
0.999619,0.952857,0.611119
0.999753,0.961381,0.63786
0.999886,0.969904,0.664601
0.999928,0.975715,0.689796
0.99997,0.981527,0.714994
0.999982,0.985318,0.738259
0.999993,0.98911,0.761529
0.999996,0.991476,0.782588
0.999999,0.993841,0.803661
0.999999,0.995252,0.822367
1,0.996663,0.841107
1,0.997466,0.857463
1,0.998269,0.8739
1,0.998706,0.888097
1,0.999142,0.90249
1,0.999368,0.915006
1,0.999595,0.927983
1,0.999708,0.939811
1,0.999823,0.952701
1,0.999882,0.965852
1,0.999946,0.981403
1,1,1
