t=5,t=10,t=20
0,0,0
0,0,3.87259e-121
0,0,1.16565e-118
0,0,2.32743e-118
0,0,3.49118e-116
0,0,6.95909e-116
0,0,6.93604e-114
0,0,1.38025e-113
0,0,1.02832e-111
0,0,2.04284e-111
0,0,1.2135e-109
0,0,2.40658e-109
0,0,1.18731e-107
0,0,2.35056e-107
0,0,9.90662e-106
0,0,1.95782e-105
0,0,7.19558e-104
0,0,1.41954e-103
0,0,4.62182e-102
0,0,9.10169e-102
0,0,2.65798e-100
0,0,5.22495e-100
0,0,1.3824e-98
0,0,2.71256e-98
0,0,6.55624e-97
0,0,1.28412e-96
0,0,2.85513e-95
0,0,5.58184e-95
0,0,1.14845e-93
0,0,2.24109e-93
0,0,4.28871e-92
0,0,8.3533e-92
0,0,1.49344e-90
0,0,2.90335e-90
0,0,4.86839e-89
0,0,9.44644e-89
0,0,1.49077e-87
0,0,2.88708e-87
0,0,4.30125e-86
0,0,8.31379e-86
0,0,1.17254e-84
0,0,2.26195e-84
0,0,3.02752e-83
0,0,5.82885e-83
0,0,7.42067e-82
0,0,1.42585e-81
0,0,1.73014e-80
0,0,3.3177e-80
0,0,3.84424e-79
0,0,7.3567e-79
0,0,8.154e-78
0,0,1.55723e-77
0,0,1.65366e-76
0,0,3.15159e-76
0,0,3.21116e-75
0,0,6.10716e-75
0,0,5.97866e-74
0,0,1.13466e-73
0,0,1.06859e-72
0,0,2.02371e-72
0,0,1.83563e-71
0,0,3.4689e-71
0,0,3.03387e-70
0,0,5.72085e-70
0,0,4.82927e-69
0,0,9.08645e-69
0,0,7.41053e-68
0,0,1.39124e-67
0,0,1.0972e-66
0,0,2.05527e-66
0,0,1.56873e-65
0,0,2.93192e-65
0,0,2.16759e-64
0,0,4.04199e-64
0,0,2.89664e-63
0,0,5.38908e-63
0,0,3.74629e-62
0,0,6.95367e-62
0,0,4.69226e-61
0,0,8.68915e-61
0,0,5.69516e-60
0,0,1.05214e-59
0,0,6.70238e-59
0,0,1.23526e-58
0,0,7.65232e-58
0,0,1.40694e-57
0,0,8.48062e-57
0,0,1.55543e-56
0,0,9.12749e-56
0,0,1.66995e-55
0,0,9.54489e-55
0,0,1.74198e-54
0,0,9.70252e-54
0,0,1.76631e-53
0,0,9.59134e-53
0,0,1.74164e-52
0,0,9.22433e-52
0,0,1.6707e-51
0,0,8.63419e-51
0,0,1.55977e-50
0,3.11151e-61,7.86868e-50
0,6.22302e-61,1.41776e-49
0,9.39675e-59,6.98445e-49
0,1.87313e-58,1.25511e-48
0,1.40491e-56,6.04033e-48
0,2.79108e-56,1.08255e-47
0,1.38636e-54,5.0913e-47
0,2.74482e-54,9.10004e-47
0,1.01572e-52,4.18381e-46
0,2.004e-52,7.45762e-46
0,5.89286e-51,3.3529e-45
0,1.15853e-50,5.96005e-45
0,2.81977e-49,2.6212e-44
0,5.52369e-49,4.64639e-44
0,1.14453e-47,1.99952e-43
0,2.23382e-47,3.5344e-43
